Day of the week,Time of day,Amenity type,Distance to amenity,User rating of parking,Handicap accessible,Price
7,1191,10,664,1.5822527620303775,0,20.0
4,1632,1,4389,4.770705069704527,1,28.0
3,1073,1,3448,2.218020368613097,1,16.0
3,1805,9,4909,2.8795650418900864,1,18.0
5,1033,8,3651,3.5877377347215758,0,23.0
1,815,6,1549,3.7917445526263593,1,27.0
5,1136,6,4960,2.6162914427880053,1,17.0
7,1981,5,2997,4.44164544407243,1,28.0
6,1694,3,3716,2.8711525825453146,0,19.0
4,836,5,3126,2.7994622873671404,0,19.0
7,1008,3,1815,3.6155337656118176,1,26.0
3,805,1,4931,2.7412795223514883,1,18.0
1,1672,6,3959,4.218322748196279,1,26.0
7,1659,3,2610,1.2998318742853359,1,13.0
4,1603,9,1279,3.813429416818468,0,28.0
1,1621,10,2043,1.7220546767859877,1,16.0
4,1115,4,1924,3.2457047207678853,0,24.0
3,1271,8,4524,1.145364359253815,1,10.0
2,1323,4,4836,4.99768268253939,1,29.0
6,1706,9,3605,2.184742950857935,0,16.0
5,964,8,3437,1.7193868685360858,0,14.0
5,1664,7,2225,2.4547383756973007,0,19.0
6,877,5,3823,3.157508825683202,0,20.0
7,1128,4,741,2.48152080586879,0,24.0
2,1631,8,126,3.8273426869292737,1,37.0
2,1296,6,130,2.861664239858252,1,33.0
6,805,2,1208,1.893189800073825,1,19.0
5,1599,8,4002,2.8295618934652413,0,19.0
3,1460,3,3028,1.5285894476777164,0,13.0
7,1808,7,4653,2.6892694122109115,1,17.0
6,1439,4,4276,2.2091794792280592,1,15.0
3,1357,4,2807,4.002530948461555,0,26.0
7,1096,6,3439,4.890309448054269,0,29.0
4,1415,5,3248,1.353336952858477,1,12.0
1,1877,6,3121,2.7716096467281197,0,19.0
4,815,3,4441,3.7329890448425065,1,23.0
1,1674,5,298,4.213122768261014,1,37.0
1,1688,2,2330,4.6626911491193965,0,30.0
1,1591,10,1722,2.0407765074765956,1,18.0
1,1621,4,826,3.063167808579981,0,27.0
7,1053,7,599,2.5611760452496144,1,26.0
1,1322,7,710,3.908845031952292,1,32.0
6,1538,4,4118,3.0355164449068197,1,20.0
6,984,8,4162,4.20537973338859,1,25.0
3,987,4,3234,3.45784607130962,1,23.0
4,1910,7,4713,2.2601983891064408,1,15.0
1,1938,5,1819,4.513412394611756,1,30.0
4,1974,1,713,4.497474653717381,1,35.0
1,1130,4,1219,1.5461408548757314,0,17.0
6,1788,9,4098,4.3825792410289095,0,26.0
5,1901,5,1541,3.0537960638901542,0,24.0
3,1991,3,1141,1.2536560655693822,1,16.0
4,1522,9,305,1.8971503943906103,1,25.0
1,1962,2,4241,3.0473457248427347,0,20.0
1,904,1,1352,3.877097103397442,1,28.0
1,1704,10,3814,4.090845597655978,0,25.0
7,1177,3,1996,3.01275594010027,1,22.0
4,1095,10,4865,1.6251868466005757,0,12.0
3,1597,4,1570,3.1349194278662313,0,24.0
5,1498,2,3510,1.4632463382947796,0,12.0
1,1854,10,4227,2.8441777489190505,1,19.0
3,1996,6,3964,3.7551761569062863,0,23.0
3,1172,6,235,2.344288166703848,1,28.0
6,1229,4,3325,2.578434841078072,0,18.0
6,989,5,264,2.600255715808385,0,29.0
7,1632,5,3035,3.415669456871076,0,23.0
5,1325,3,4576,2.1857245700871952,1,15.0
4,1562,9,1190,2.2442884707000688,0,21.0
1,1805,4,2986,4.694433763006557,0,29.0
4,1511,6,740,1.6749464270501275,1,20.0
1,1283,7,4176,3.8867168025549788,1,24.0
7,1666,7,4521,3.0869971664676004,1,20.0
4,1375,6,341,4.924873251115098,0,40.0
5,1931,2,3175,4.328565058194617,0,27.0
2,1331,3,3527,2.463433594053065,0,17.0
7,1601,6,607,1.7156462677724078,0,22.0
6,1929,3,4762,1.4596708170625692,1,11.0
6,1850,2,1850,4.827007561384708,1,32.0
7,1705,7,3290,1.7848443680193782,0,14.0
1,958,4,1734,4.581862525018881,0,31.0
5,1601,8,3669,3.8992555977979886,0,24.0
4,1104,8,320,4.860621411873624,0,40.0
4,1874,4,1013,1.3729898334972517,1,17.0
1,1492,9,3678,2.487075681721706,1,17.0
7,1760,4,3526,3.7252324862641273,0,24.0
1,908,3,3249,3.8142638694720365,1,24.0
7,913,1,3356,4.37296894786528,0,27.0
4,1687,3,3419,4.614133276193781,0,28.0
3,1998,6,4907,3.0579793832105544,1,19.0
3,1517,2,4445,1.9828854336304267,0,14.0
1,1015,7,3028,1.1285328450678622,0,11.0
5,907,9,1358,2.3315530094981534,1,21.0
5,812,7,895,2.9833926741204504,1,26.0
4,997,5,499,4.496331801390178,0,36.0
2,1675,10,4013,3.239471078244254,1,21.0
4,1376,2,589,4.297397871971638,1,35.0
7,1441,6,4241,4.102870324627872,0,25.0
1,1491,3,2352,2.7733783410681565,1,20.0
3,1536,2,4771,1.279599806335297,0,10.0
7,845,6,1501,4.23410654206257,0,30.0
2,1874,6,1320,1.3735788888783675,0,16.0
7,1776,8,1984,3.6583302100013793,0,25.0
2,852,5,4732,3.0194785362727297,1,19.0
5,1434,6,280,2.692068142981435,0,30.0
4,1853,8,4605,2.5739977128902227,0,17.0
3,1979,7,3101,3.7836355509551898,0,24.0
1,1992,10,1610,4.104788147683596,1,29.0
3,804,1,313,4.120106140670953,0,36.0
7,1491,1,2789,2.751834768077072,0,20.0
2,1680,7,2237,1.7611259779787591,0,15.0
2,1751,6,3733,3.019259707307216,0,20.0
3,1731,3,3540,1.9909227287979463,1,15.0
3,801,5,1210,2.3935669457687534,0,22.0
6,1775,3,3179,2.0434255378759136,1,16.0
3,1822,7,1163,4.662519538004306,1,33.0
2,1594,4,1652,2.5512342594760855,1,21.0
4,1245,6,3275,2.4134441743152877,0,17.0
6,1266,10,1760,2.690825092602323,0,21.0
3,843,7,2605,3.5484663493324917,1,24.0
5,1424,6,4220,3.2422054250538923,0,21.0
6,817,9,3099,2.1639645856258762,0,16.0
1,1973,4,4337,1.103613203817357,0,10.0
3,1707,5,2430,4.152199678060018,0,27.0
3,818,5,2740,4.023417907780173,0,26.0
3,1821,10,3540,2.2078313765518978,0,16.0
6,941,5,733,3.3857535044036164,0,29.0
3,1919,9,1063,2.271792532839237,1,22.0
5,1192,7,2875,3.731344159835372,1,24.0
5,1755,4,4998,3.1988198119894427,1,20.0
2,1641,6,1755,2.7643945622238246,1,22.0
7,1654,5,3253,1.624629983611419,1,13.0
1,1610,3,3837,3.6011307674465374,1,23.0
1,936,4,1358,4.875403622531559,0,33.0
6,1466,3,2612,1.7581333551799765,1,15.0
4,1361,8,3020,1.6024563317402007,0,13.0
3,1139,4,378,3.386024324013119,1,32.0
7,1614,5,1040,3.7021905102740438,0,29.0
2,1315,4,136,2.1411814912050775,0,29.0
3,1226,5,3133,2.1158204932189673,1,16.0
6,1235,8,1610,4.51547758715002,1,31.0
1,878,8,1712,2.915537332165201,1,22.0
7,1059,5,3793,4.90717339579109,1,29.0
5,1302,9,3664,4.459926241939492,0,27.0
7,1757,6,1051,4.373296725369263,0,32.0
1,1285,1,2212,3.073723869374945,1,22.0
6,1950,5,1458,1.6770502366711284,1,17.0
1,1714,6,1643,1.442643941344612,1,15.0
6,811,4,1886,2.2099493417999203,1,18.0
6,877,4,1217,1.3751824641857509,0,16.0
7,1364,10,1070,2.8402524223148777,0,24.0
1,841,1,2140,3.4032599831727413,1,24.0
3,986,5,2687,4.076702175408792,0,26.0
1,1705,8,2003,4.329855987348376,1,29.0
6,1068,2,3340,1.8588469429276326,0,14.0
7,1006,9,1620,2.033869965897941,0,18.0
6,1121,2,1934,1.9880311695375332,0,17.0
3,1896,6,838,1.9368704902830358,0,21.0
3,1709,6,3439,3.587613769783836,0,23.0
4,948,10,3854,1.1374986495060426,0,10.0
7,905,7,686,4.618149361366529,0,35.0
7,1933,2,3139,1.320200282061946,0,12.0
1,1094,7,1430,3.460326409595053,0,26.0
5,1292,8,4460,2.568225281576733,1,17.0
3,1768,9,1723,1.5854719455301365,1,16.0
3,1248,6,4152,3.267798300254442,1,21.0
2,1880,2,1124,3.997834414137441,1,30.0
3,1725,1,1338,4.994510731412532,0,34.0
6,1459,6,1004,4.776929957864148,0,34.0
4,1064,7,2648,1.8001689783176458,0,15.0
2,1914,1,699,2.6503175289626677,1,26.0
5,1565,4,749,2.866645183770013,1,26.0
5,832,10,4872,2.0613464913157133,1,14.0
2,1961,3,817,1.880345341603321,1,21.0
2,1138,2,3821,1.4010729874400343,0,12.0
1,1798,3,1216,1.9283642707986228,1,19.0
7,1979,7,2371,1.821779126362438,1,16.0
1,1785,1,1579,4.219478208348192,0,29.0
6,1105,6,2202,2.6860868349829174,0,20.0
4,895,3,802,3.250328034462321,0,28.0
7,1088,6,2972,3.601385683055553,0,24.0
1,1882,7,4019,4.63999867504075,1,28.0
4,893,2,2671,2.7289553624574414,0,20.0
2,1338,1,462,1.1789472571462989,0,20.0
2,1196,2,1491,2.2650134410219587,1,20.0
6,1271,6,2465,1.2389219143519914,0,12.0
7,1059,9,189,4.148318277757172,0,38.0
6,1349,7,3555,2.1204189713783874,0,15.0
1,1352,6,4225,1.4205451983984148,1,11.0
5,1749,4,3311,3.1465913215538786,1,21.0
3,1080,7,2304,4.8229352935473315,0,31.0
5,1188,5,92,2.2566474016932534,1,30.0
1,1415,9,1856,2.505696751833956,0,20.0
5,1720,2,2111,4.105472076738089,1,27.0
6,1820,6,1353,2.455086734388886,1,21.0
7,1128,10,3959,2.0289010433893524,0,15.0
7,1466,10,3414,4.345595636264271,1,27.0
3,1399,1,4513,2.3139765884329933,1,16.0
7,1381,1,472,3.7613664581607176,1,33.0
6,1575,1,1911,3.8426883130477494,1,27.0
2,1294,1,322,4.708637190697394,1,39.0
7,1729,4,1776,2.9689139815640897,0,23.0
2,1408,7,1920,4.721605811673757,1,31.0
3,1553,6,4135,4.473066704073637,0,27.0
1,1338,8,2796,2.35063700704104,1,18.0
5,1183,7,1215,1.0490363773726554,1,15.0
2,874,1,3560,3.7892395720706364,0,24.0
4,1795,2,933,3.6838911885452412,0,29.0
1,1329,8,1630,4.049779623833326,1,28.0
1,1960,8,3594,3.8636520023776333,0,24.0
2,1262,8,4911,1.925893586164602,0,14.0
5,836,4,1503,4.829676871091019,1,33.0
5,1692,8,4088,4.6157112049492195,1,28.0
2,933,4,428,2.8696334718330814,1,29.0
1,1233,4,838,4.69853790242049,0,35.0
1,1162,6,2970,2.41874695099774,0,18.0
1,1373,2,1572,2.592574634175926,0,21.0
6,1660,1,4268,1.449176069670219,0,12.0
2,1917,6,4925,1.2316058455977976,1,10.0
5,1706,3,1283,4.22875351165866,1,30.0
4,1239,9,998,4.476185196377745,1,33.0
7,1195,5,1169,2.730487044406073,1,23.0
1,1312,2,4869,2.882248890449583,0,18.0
4,1091,2,2783,2.2467246076871525,0,17.0
5,1954,3,3163,4.396906028805926,1,27.0
4,1278,6,57,3.166780577854397,1,35.0
2,1170,8,3679,3.7408108589485853,0,23.0
1,1284,9,3237,4.111155181839044,1,26.0
4,937,10,459,2.4550022889638536,1,26.0
3,1820,6,1573,4.863875014182197,1,33.0
5,898,2,3881,1.8133222673852791,1,14.0
4,1181,2,4087,4.935822957460271,1,29.0
1,1903,6,3402,3.9954887883444927,0,25.0
3,849,1,1788,2.293939778549165,0,19.0
4,988,7,2013,4.451521594416086,0,29.0
1,1629,7,2453,3.535996295939063,0,24.0
7,1839,5,405,2.6768732017639247,1,28.0
4,869,9,2696,3.372005914214844,1,23.0
2,1076,8,4059,1.4753710806338822,1,12.0
7,1289,5,3228,2.4480393434816508,0,17.0
4,1446,6,3108,2.150669855720371,1,16.0
6,1526,2,2989,2.7265504862019503,0,19.0
3,1354,6,139,1.3695460377003745,0,25.0
1,1268,1,3483,2.363351725038235,0,17.0
2,938,5,4022,1.1384581175140887,1,10.0
3,1020,3,1849,1.0594991997584207,0,13.0
1,1748,2,3321,3.4711556427840775,1,22.0
4,860,8,3024,2.2296625097651854,1,17.0
6,1968,10,2475,3.7592042535447203,1,25.0
5,1639,8,1061,2.054498739156904,0,20.0
2,1326,6,2241,3.9049095559594638,1,26.0
3,1049,8,4063,1.7177464653613517,0,13.0
5,1390,4,2545,1.8962218339434207,0,16.0
5,1914,8,4573,3.9531544342132414,0,24.0
7,838,1,2349,3.770724787799929,0,25.0
5,964,3,3023,4.391212017446655,0,27.0
2,858,9,2783,2.538634005340887,1,18.0
3,1191,9,1261,4.360008020749898,1,31.0
3,1233,7,4378,3.241179291631012,0,20.0
6,867,9,852,1.6362024792417795,0,19.0
3,1953,2,4854,3.6084940576498905,0,22.0
6,1879,1,2109,2.6297025011270234,0,20.0
2,1319,7,4045,4.587516402542439,1,27.0
5,1391,3,1012,4.416185978243686,0,33.0
3,1653,2,3482,2.440730042008203,1,17.0
1,1211,4,2125,4.3138891174091984,0,28.0
3,1847,4,4851,4.93605512643407,1,29.0
4,1442,2,4897,4.1985589929825515,0,25.0
4,912,6,3805,4.579033836548804,0,28.0
4,899,1,2497,3.0790083785323654,1,22.0
1,1233,1,729,4.632364596401771,1,35.0
7,1677,4,2731,4.966562741995823,1,31.0
2,1929,4,2355,4.417174133150408,1,29.0
7,1237,6,2151,2.730852175004518,0,21.0
3,1793,1,1531,2.2625065617390265,0,20.0
1,1575,3,3590,4.807237162109093,1,29.0
2,905,6,3688,3.8587416796945555,1,24.0
4,1628,4,822,2.2768443543346244,1,23.0
5,1280,5,2268,3.1808119180697947,1,23.0
1,1547,9,2018,4.86099316992634,1,31.0
2,1676,9,2227,1.3333916038528826,1,13.0
6,888,3,864,3.133986710478981,1,27.0
7,1564,3,1371,3.963237792001011,1,29.0
2,1917,7,2428,1.4666343152633226,1,14.0
6,1823,3,3885,3.710989203368092,0,23.0
3,1583,3,611,3.482340455773092,1,30.0
7,1166,5,3067,1.3318164744871104,1,12.0
3,1757,4,1763,4.897243110813845,0,32.0
5,1718,1,4380,3.376040196093968,1,21.0
7,1475,2,425,1.467111858803348,1,22.0
5,1738,8,1113,2.720873814294791,0,24.0
3,1403,1,3834,3.970637369161793,0,24.0
5,939,6,2643,3.963128837687554,1,26.0
7,1354,8,3857,4.684211554802166,0,28.0
3,1576,9,3515,3.7979337723029665,1,24.0
7,1261,10,391,2.395190439019575,0,27.0
7,1588,6,2369,1.1435744995462946,0,12.0
2,1160,3,4898,4.0358974945185135,0,24.0
2,915,7,2236,4.5866793659935725,0,30.0
3,1936,8,3570,2.718989344364531,0,18.0
5,1862,8,1970,1.6241224573484994,1,15.0
3,1826,5,1185,4.523808250911742,0,32.0
4,1895,5,3825,2.0970428436106996,0,15.0
4,1526,6,2213,2.6975408033536676,0,20.0
1,1439,5,4998,4.4440832495720555,0,26.0
2,1994,2,2274,2.9858893673370943,1,22.0
6,1205,7,1622,1.3708780646128056,0,15.0
2,1953,10,658,4.592900290492876,0,36.0
7,1373,8,1342,2.7453592415946484,1,23.0
6,1900,8,3884,3.7527792409669467,0,23.0
6,1512,2,2570,4.928438628199552,1,31.0
3,962,5,4881,4.320681451068083,0,26.0
3,1643,9,1513,3.7386361297861592,0,27.0
2,1672,8,2427,2.9834558856017486,1,21.0
2,1013,3,4569,4.5691214180685105,1,27.0
6,906,6,1085,1.040031655683796,0,15.0
5,1809,5,1978,3.1464396006739004,0,23.0
2,1332,9,3507,4.4943620070319845,0,27.0
5,1234,5,1584,1.8808309278414548,1,18.0
3,1632,4,1531,2.84727080650551,1,23.0
3,919,2,1908,2.0391840564375574,1,18.0
5,1671,10,4948,2.643254153454927,1,17.0
1,883,10,3926,3.3409603562057364,0,21.0
4,1396,7,3548,4.629998365495998,0,28.0
1,1268,8,1281,1.0070732169233492,0,14.0
4,1525,5,2413,4.379007661746572,1,28.0
5,1323,2,340,4.585615471168674,0,38.0
6,908,9,1897,2.220304008397169,0,19.0
7,1702,10,703,1.2772566951281954,0,19.0
2,1221,5,378,3.8862686375152777,0,34.0
3,1715,10,3508,3.299067376458418,0,21.0
6,949,6,2349,1.941776870604258,0,16.0
2,1479,4,147,4.451677506189331,1,40.0
6,1802,1,61,2.860965263167768,1,34.0
5,1141,2,1077,2.8487523333454168,1,24.0
4,993,4,79,1.3495958717649925,0,26.0
7,1047,4,1203,1.6464435842064087,1,18.0
1,1339,6,4471,2.01733673059026,1,14.0
6,1914,6,537,2.369436974171597,1,25.0
7,1621,1,293,3.117182243575383,1,32.0
1,1410,7,2936,2.9792669102688687,1,20.0
3,1797,10,4264,2.8207594148282307,1,18.0
1,1236,8,4030,1.025684912967948,0,10.0
7,819,10,1240,1.7193119911146177,0,18.0
7,1478,7,1384,3.1527840425419207,1,25.0
6,1245,6,1766,4.922334415308372,1,32.0
3,804,1,4693,4.4515353918117135,0,26.0
4,1995,4,3680,3.667172563910452,0,23.0
3,1726,2,966,3.2784979126987324,1,27.0
1,1329,3,4130,4.056441384071684,1,25.0
1,1258,9,4126,3.4412840833741347,1,22.0
4,1171,8,1220,4.635550579402379,1,33.0
4,1765,5,1082,1.0156811501757406,0,15.0
5,1282,3,884,4.2222911186896095,1,32.0
5,970,5,613,1.7837108340410106,0,22.0
7,1018,2,3360,1.135626154924013,0,11.0
1,1092,8,2364,4.12504689260024,0,27.0
4,901,4,2193,3.3036752716064606,1,23.0
4,1887,10,1446,1.3865191735637388,0,16.0
6,1364,8,2691,4.3951834191553125,1,28.0
5,1158,7,1200,4.742174002388814,1,33.0
7,1107,4,2943,4.1042358648008666,0,26.0
1,1051,10,89,2.5704530177067966,1,32.0
6,1690,3,595,4.705858186658607,0,37.0
6,1363,7,2864,4.655852336488023,1,29.0
2,1715,2,3666,4.86233362783401,1,29.0
4,1538,2,727,1.4713106157288247,0,19.0
3,1090,2,1197,4.625814370977912,1,33.0
4,1252,1,481,1.7993476790251428,1,23.0
6,1605,3,205,2.464064099660955,0,29.0
5,1777,2,4808,4.6732271687872355,1,27.0
6,823,7,57,3.2099451568407633,1,35.0
1,1626,8,2788,1.599946994366419,1,14.0
4,1017,1,2623,4.090408227722882,1,26.0
7,1875,5,1390,4.580168463153093,1,32.0
7,1393,1,2045,1.2610350708880347,1,13.0
6,1722,8,3130,2.5442547898792087,1,18.0
6,1628,1,3998,2.6564956273659925,1,18.0
6,1591,1,2067,4.344610580967506,1,29.0
1,1545,4,4772,2.6251306388426183,1,17.0
7,1489,5,437,2.446290755408691,0,27.0
6,2000,3,4183,1.017757466322092,0,9.0
5,1591,2,3837,1.3945688968323133,1,12.0
7,1314,2,2016,1.4293245387463411,0,14.0
4,1740,5,3565,3.032180304816879,1,20.0
1,1077,7,2024,2.225179078415581,1,18.0
2,1921,4,4374,2.6848793964185624,0,18.0
5,1004,8,4493,4.9431488979184355,1,29.0
1,1094,4,1372,1.1600810608781749,1,15.0
5,1392,4,4621,4.46446298372956,0,26.0
4,1600,6,462,3.629582160007892,0,32.0
5,1871,5,4263,3.5222060570392006,0,22.0
1,1721,7,873,1.6768531008362428,1,20.0
4,1013,10,933,2.4970781570902596,1,23.0
2,1552,10,1421,4.547898619194598,0,32.0
4,1590,5,1584,2.9323883264780726,0,23.0
4,1086,4,3570,4.593644450902184,0,28.0
5,1330,8,3571,1.8938764863000013,0,14.0
4,818,8,2740,1.326624280889436,0,12.0
7,1602,2,1007,1.3394962896893694,0,17.0
3,1458,10,3997,2.7462062368227467,1,18.0
5,1861,8,697,3.3246849528452844,0,29.0
2,1239,2,634,4.2725032187175405,1,34.0
5,1037,1,168,3.522423010543957,0,35.0
7,1282,2,847,4.440394043117488,1,34.0
2,1378,9,4727,1.5596529438382336,1,12.0
5,1836,10,4618,1.404331146764009,1,11.0
4,1720,10,3031,4.283075909055055,1,27.0
3,1999,10,4811,1.8441709892216362,0,13.0
2,1645,1,4935,1.1334285419049248,0,10.0
2,1706,10,2991,2.284450369971848,1,17.0
4,1457,9,4476,3.3210013685390276,0,21.0
7,980,8,4699,1.1720931706228597,0,10.0
6,1328,6,820,3.7046767833931344,0,30.0
2,1425,6,4227,2.5355571196071685,1,17.0
1,1509,1,3327,1.227236184170542,1,11.0
1,1950,2,162,4.668900184195982,0,41.0
4,1325,3,228,2.5233585408917905,0,29.0
3,1155,8,775,2.8749232626294554,1,26.0
7,1103,6,2315,3.0703444661413744,0,22.0
6,1258,8,2870,4.084460084596419,1,26.0
1,1914,7,2640,1.2261704374494387,0,12.0
3,1162,10,701,1.96715235175098,1,22.0
7,1241,3,4519,3.6225956016764056,1,22.0
3,926,4,117,4.757066580244272,0,42.0
2,1126,2,558,4.252092336385006,1,35.0
4,1899,10,3534,4.814691551008483,1,29.0
2,1925,4,1128,4.182934805272967,0,31.0
2,1599,2,1059,1.318516837462917,0,17.0
1,1860,9,4910,1.8334566864777293,1,13.0
5,1301,9,1523,2.858512176957145,1,23.0
7,1734,3,1935,3.3311194106598467,1,24.0
6,1018,10,727,1.708925079018226,0,21.0
3,1811,3,890,1.24264736162556,0,17.0
5,1380,3,4699,4.914226523217048,1,29.0
3,1052,5,4945,3.883380982054804,1,23.0
6,1112,8,4825,4.7364207489134085,1,28.0
2,1635,1,4015,1.3251977305870266,1,11.0
6,1073,5,3939,2.298811398577427,1,16.0
7,1932,1,3790,1.4270306004690116,0,12.0
5,1234,2,692,2.5930431086115497,1,25.0
3,1570,10,972,4.633647105538299,1,34.0
6,1064,9,1005,2.873315769987599,1,25.0
6,1098,3,2710,1.5836658607951994,0,14.0
2,1546,7,1080,1.1278412985896784,1,16.0
1,1466,4,1889,3.8379291839971263,1,27.0
5,1266,5,3760,4.136443749885858,0,25.0
6,1776,6,1329,3.081759329472786,0,24.0
1,1828,1,2695,3.5322890573028762,0,24.0
3,1772,1,1606,4.234355173802767,1,29.0
7,1063,2,3867,4.099109210007278,0,25.0
6,981,4,4281,1.771286963060711,0,13.0
7,1025,6,2388,2.0246562254548546,1,17.0
2,1086,5,2205,1.0269902482508018,1,12.0
3,1537,2,82,1.8034491315635441,0,28.0
5,1786,7,2722,2.9324126751465838,0,21.0
3,865,8,2601,2.851334067137267,1,20.0
3,1269,5,1163,3.7513709718494885,1,29.0
3,835,9,2595,2.032388015666909,1,16.0
1,1127,2,2844,4.5730535015063705,0,29.0
4,1359,2,439,1.7860344970949145,0,23.0
5,1229,8,672,2.0639719326991117,0,23.0
1,1215,10,2888,4.306820906353437,1,27.0
5,1180,2,231,3.455510550786946,0,34.0
4,1853,5,2399,2.212913439131808,0,17.0
2,1226,1,1724,4.536146828651205,1,31.0
5,1783,8,1499,3.20440223053827,0,25.0
6,1478,6,1383,4.880176884174729,1,33.0
6,855,8,996,2.8172302733149035,1,25.0
7,1462,7,104,4.800940364531489,0,43.0
1,827,1,3664,4.837133092937307,1,29.0
3,1536,9,2780,2.815901435354965,0,20.0
2,1075,4,2924,4.918785245006168,0,30.0
4,1649,8,1049,1.792875098628194,1,19.0
2,1403,9,1564,3.2154576601174836,1,24.0
5,1066,6,4412,2.684433049229184,1,18.0
6,1551,10,1750,3.9526509213080425,1,28.0
5,1505,10,4844,3.165195113862706,0,20.0
7,1693,3,4775,1.7256548566342231,1,13.0
5,1488,8,1565,1.7878935738074633,1,17.0
1,955,7,1664,2.333456368615768,0,20.0
3,1916,8,3120,3.413531871233011,1,22.0
2,1172,5,1410,4.375706593765429,1,31.0
4,1047,9,206,1.7262936833286089,1,26.0
3,1360,8,3525,3.0650567553889654,0,20.0
1,1138,2,2790,2.4377796325598293,1,18.0
3,890,6,4673,4.671634010493688,1,27.0
6,1624,8,4985,4.59689109638537,1,27.0
6,1422,9,3211,3.1690733461283944,0,21.0
6,1207,7,3806,2.8527687985404624,1,19.0
3,1465,1,3127,4.931055090613431,0,30.0
6,1414,8,1896,2.718235265322695,0,21.0
6,885,4,3336,1.5921774708280005,0,13.0
1,899,9,3486,2.5812783649238917,0,18.0
2,979,2,4620,4.788501634530061,1,28.0
3,1785,2,1760,3.0271481906400095,1,23.0
7,1023,4,753,4.4514435742639495,1,34.0
1,1060,7,4909,1.0150685223750697,0,9.0
2,1211,7,864,2.6877306833094456,1,25.0
5,1128,6,1264,4.65253059942418,1,33.0
2,1709,4,4424,2.8741108201700216,0,19.0
2,1259,8,1526,1.0197640463829498,0,14.0
2,1183,4,2913,2.871896211230364,1,20.0
6,1246,9,1615,2.2404883160288613,1,19.0
6,1017,6,3563,2.43687196332659,0,17.0
4,1992,2,2885,3.8220187695155596,0,25.0
3,1338,9,4187,4.386087599721835,0,26.0
2,1924,7,3964,4.265707927977003,0,26.0
7,1310,10,3599,4.5346465604845925,0,28.0
5,1977,1,3106,1.1440273980414108,1,11.0
1,1355,9,94,3.621941996834991,0,37.0
1,1353,9,885,2.184397406518879,0,22.0
4,1205,7,1532,3.7186492364118022,0,27.0
5,1258,6,3979,1.981424873841641,1,14.0
7,952,5,4673,4.0275484795861605,1,24.0
4,1689,5,4613,4.341794924025492,0,26.0
6,1761,8,1654,3.884192800949408,1,27.0
5,1136,10,3829,1.4919154367531053,1,12.0
6,1429,6,3995,1.8363880041096046,0,14.0
7,895,10,3383,2.8365617156752503,0,19.0
4,1900,7,2350,3.849462947438513,1,26.0
6,1584,3,2614,4.441887477613501,0,28.0
7,1249,2,3747,3.0404211112012014,1,20.0
5,1362,2,1493,2.035083311219519,0,19.0
3,1155,8,3741,3.5710695768569716,0,23.0
4,1275,6,1570,2.703339858205851,1,22.0
2,1078,7,728,3.287586984660178,1,29.0
6,1352,3,4273,4.2269066169121885,0,25.0
1,1812,7,4595,1.8156914013902412,1,13.0
1,1390,8,2081,4.036116430645935,0,27.0
4,970,3,104,1.9624575339337644,0,28.0
3,1346,8,1696,1.3329488324241727,1,15.0
3,1015,2,3859,2.2354084200800846,0,16.0
4,923,5,1536,1.1595833969343459,0,14.0
1,911,1,1094,2.479962432926637,1,22.0
1,1638,1,4698,3.053518204749448,1,19.0
5,872,7,4159,4.42061269424,1,26.0
4,1186,9,1324,1.7301438256543955,1,18.0
6,896,7,4742,4.297633368489032,0,25.0
6,1740,8,2159,3.1537881760116298,1,23.0
6,1458,6,4762,4.8578459719723135,0,28.0
4,1619,10,4856,3.053492682359632,0,19.0
5,1399,3,3075,2.405647621870955,0,17.0
6,1230,3,1141,1.5750019565387698,1,18.0
3,1681,10,401,2.7093494095820962,0,28.0
1,918,2,2780,4.3641467789004595,0,28.0
3,1474,7,343,3.494744057236806,1,33.0
7,1564,3,2638,3.891263630367164,1,25.0
1,1012,5,3893,1.2932388317468275,1,11.0
7,863,9,2619,4.65835620410609,1,29.0
5,1584,2,2642,4.8486800182969585,1,30.0
2,1654,7,338,3.237117516997668,0,32.0
7,1721,9,3064,4.669783721130592,1,29.0
2,1148,9,2969,1.0743594663693963,1,11.0
6,1810,3,4940,4.093568256118888,0,24.0
6,1829,8,3975,1.195689936211597,0,10.0
4,876,5,82,2.784804849748558,0,33.0
6,1496,3,2326,2.316689323918121,0,18.0
4,1918,5,2388,4.549817354271177,0,29.0
2,879,9,387,3.2251868357173152,0,31.0
4,1006,7,2910,3.7756599042441006,1,24.0
1,1640,4,4122,3.47630729338496,0,22.0
6,1818,7,4439,1.9296849825290683,1,14.0
4,892,8,1934,1.3722736115141747,1,14.0
4,1469,2,1296,4.167674958941967,0,30.0
3,1038,9,3501,2.4669659568525883,1,17.0
4,1876,8,144,4.140404840702999,1,39.0
5,1100,5,1639,3.281752057864155,1,24.0
6,1721,5,3128,2.470653126194374,1,18.0
3,1460,3,4421,3.5272779942852766,1,22.0
5,1548,5,2015,3.007235148461159,1,22.0
5,1032,8,4404,2.568451602231437,0,17.0
3,995,10,1622,2.814908287015948,0,22.0
2,994,4,2325,1.65897683071181,0,15.0
4,1394,3,3508,2.7914522001668325,0,19.0
1,1710,10,4751,1.7891473168254803,0,13.0
7,1248,4,2654,3.349977642363719,0,23.0
6,1368,5,2185,3.8774025113971193,1,26.0
